puuid,tier,rank_name,kills,deaths,assists,score,hit_accuracy,time_on_target,aim_deviation,reaction_time,shots_fired,shots_hit,wallbang,kill_distance,is_cheating,kda,kd_ratio,score_per_kill,sub_100ms_reaction,sub_50ms_reaction,precision_score,tier_relative_kills,tier_relative_deaths,tier_relative_score,kills_z,deaths_z,score_z
player_86205,15,platinum,24,10,8,2970,1.0,10.0,2.268,212.4,3,3,0,174.29713135906732,1,3.2,2.4,123.75,0,0,0.4409171075837743,8,1,870,2.0,0.3333333333333333,2.4857142857142858
player_39789,4,bronze,52,6,15,1546,0.6666666666666666,38.2,1.453,104.9,3,2,0,981.317466470459,1,11.166666666666666,8.666666666666666,29.73076923076923,0,0,0.4588208304657031,42,-7,446,10.5,-2.3333333333333335,1.784
player_12840,21,ascendant,51,6,13,3905,1.0,29.7,2.078,277.4,2,2,0,43.246387132337425,1,10.666666666666666,8.5,76.56862745098039,0,0,0.48123195380173245,31,-1,1105,7.75,-0.3333333333333333,2.7625
player_81214,6,bronze,14,15,4,1016,0.6666666666666666,377.4,2.175,509.1,6,4,0,692.0751982263197,0,1.2,0.9333333333333333,72.57142857142857,0,0,0.30651340996168586,4,2,-84,1.0,0.6666666666666666,-0.336
player_23948,18,diamond,32,1,19,5172,1.0,11.7,0.4,131.0,1,1,0,366.3826551571458,1,51.0,32.0,161.625,0,0,2.5,14,-7,2672,3.5,-2.3333333333333335,7.634285714285714
player_54592,8,silver,21,4,12,3272,0.6666666666666666,10.0,2.566,81.2,3,2,0,755.5941900253072,1,8.25,5.25,155.8095238095238,1,0,0.2598077422707197,9,-8,1872,2.25,-2.6666666666666665,6.24
player_42400,27,radiant,22,1,7,3515,1.0,187.8,1.688,360.9,3,3,0,515.1028052728894,0,29.0,22.0,159.77272727272728,0,0,0.5924170616113744,-3,-3,-85,-0.75,-1.5,-0.18888888888888888
player_30983,26,radiant,26,7,13,4006,1.0,224.1,3.02,504.5,1,1,0,153.8473269186046,0,5.571428571428571,3.7142857142857144,154.07692307692307,0,0,0.33112582781456956,1,3,406,0.25,1.5,0.9022222222222223
player_89922,7,silver,16,16,6,1602,0.2222222222222222,276.9,1.571,428.2,9,2,0,403.8218419055613,0,1.375,1.0,100.125,0,0,0.14145271942853102,4,4,202,1.0,1.3333333333333333,0.6733333333333333
player_51593,4,bronze,10,12,5,1337,1.0,332.1,1.421,451.3,2,2,0,762.8208308639714,0,1.25,0.8333333333333334,133.7,0,0,0.7037297677691766,0,-1,237,0.0,-0.3333333333333333,0.948
player_64811,23,immortal,39,2,16,5810,0.6666666666666666,41.7,1.11,183.2,3,2,0,925.7540116035145,1,27.5,19.5,148.97435897435898,0,0,0.6006006006006005,17,-4,2610,4.25,-1.3333333333333333,6.525
player_50317,2,iron,3,16,7,952,0.1,325.4,2.109,581.7,10,1,0,806.7629453563172,0,0.625,0.1875,317.3333333333333,0,0,0.047415836889521105,-5,1,52,-1.25,0.3333333333333333,0.26
player_20989,21,ascendant,64,0,24,7747,0.5,57.7,1.489,193.2,2,1,0,24.42478249647271,1,88.0,64.0,121.046875,0,0,0.33579583613163194,44,-7,4947,11.0,-2.3333333333333335,12.3675
player_62750,5,bronze,16,9,6,869,0.5,311.2,2.32,526.4,10,5,0,229.22907756216276,0,2.4444444444444446,1.7777777777777777,54.3125,0,0,0.21551724137931036,6,-4,-231,1.5,-1.3333333333333333,-0.924
player_19564,15,platinum,27,1,12,3761,1.0,81.3,3.0,242.2,3,3,0,125.31975103709708,1,39.0,27.0,139.2962962962963,0,0,0.3333333333333333,11,-8,1661,2.75,-2.6666666666666665,4.7457142857142856
player_36060,18,diamond,41,6,16,6827,0.6666666666666666,52.7,1.489,198.6,3,2,0,173.5092216569482,1,9.5,6.833333333333333,166.5121951219512,0,0,0.44772778150884257,23,-2,4327,5.75,-0.6666666666666666,12.362857142857143
player_35375,22,immortal,19,7,7,2962,1.0,205.0,2.482,365.9,3,3,0,978.8360434720413,0,3.7142857142857144,2.7142857142857144,155.89473684210526,0,0,0.40290088638195,-3,1,-238,-0.75,0.3333333333333333,-0.595
player_75460,8,silver,25,6,12,2785,1.0,68.7,2.073,271.2,1,1,0,556.0456186321406,1,6.166666666666667,4.166666666666667,111.4,0,0,0.482392667631452,13,-6,1385,3.25,-2.0,4.616666666666666
player_78547,6,bronze,13,9,11,1812,1.0,65.9,2.374,365.2,3,3,0,441.6748351445891,1,2.6666666666666665,1.4444444444444444,139.3846153846154,0,0,0.42122999157540014,3,-4,712,0.75,-1.3333333333333333,2.848
player_44961,12,gold,17,7,2,1946,1.0,203.9,2.068,338.6,1,1,0,906.9264192865922,0,2.7142857142857144,2.4285714285714284,114.47058823529412,0,0,0.48355899419729204,3,-3,146,0.75,-1.0,0.4866666666666667
player_91815,17,diamond,47,11,12,2810,1.0,13.1,1.734,285.1,2,2,0,605.6912249653284,1,5.363636363636363,4.2727272727272725,59.787234042553195,0,0,0.5767012687427913,29,3,310,7.25,1.0,0.8857142857142857
player_33031,16,diamond,22,9,6,2694,1.0,329.0,1.986,436.2,1,1,0,105.89962228450095,0,3.111111111111111,2.4444444444444446,122.45454545454545,0,0,0.5035246727089627,4,1,194,1.0,0.3333333333333333,0.5542857142857143
player_40296,2,iron,25,5,4,1910,1.0,16.5,0.987,161.0,3,3,0,776.9544709955661,1,5.8,5.0,76.4,0,0,1.0131712259371835,17,-10,1010,4.25,-3.3333333333333335,5.05
player_42313,10,gold,20,2,11,3899,1.0,28.4,3.135,236.4,3,3,0,7.907591289387993,1,15.5,10.0,194.95,0,0,0.3189792663476874,6,-8,2099,1.5,-2.6666666666666665,6.996666666666667
player_52261,8,silver,12,10,6,1699,0.75,177.2,1.482,245.1,4,3,0,470.6360483430905,0,1.8,1.2,141.58333333333334,0,0,0.5060728744939271,0,-2,299,0.0,-0.6666666666666666,0.9966666666666667
player_17402,27,radiant,38,3,17,6104,1.0,10.0,0.782,185.0,2,2,0,298.43860340110166,1,18.333333333333332,12.666666666666666,160.6315789473684,0,0,1.278772378516624,13,-1,2504,3.25,-0.5,5.564444444444445
player_10518,21,ascendant,33,2,11,4274,0.6666666666666666,64.7,1.018,260.3,3,2,0,408.7946183598799,1,22.0,16.5,129.5151515151515,0,0,0.6548788474132285,13,-5,1474,3.25,-1.6666666666666667,3.685
player_72746,23,immortal,33,6,15,5697,0.5,67.1,1.549,123.6,2,1,0,872.2157359277577,1,8.0,5.5,172.63636363636363,0,0,0.32278889606197547,11,0,2497,2.75,0.0,6.2425
player_71571,12,gold,18,0,13,2536,1.0,58.1,1.426,283.1,1,1,0,517.1628080208397,1,31.0,18.0,140.88888888888889,0,0,0.7012622720897616,4,-10,736,1.0,-3.3333333333333335,2.453333333333333
player_65216,21,ascendant,25,9,6,2310,1.0,187.2,0.4,244.6,6,6,0,13.859292911256428,0,3.4444444444444446,2.7777777777777777,92.4,0,0,2.5,5,2,-490,1.25,0.6666666666666666,-1.225
player_79102,16,diamond,29,5,24,6320,0.5,37.4,1.966,111.7,2,1,0,723.5014996529032,1,10.6,5.8,217.93103448275863,0,0,0.254323499491353,11,-3,3820,2.75,-1.0,10.914285714285715
player_30358,12,gold,34,6,7,3962,1.0,41.7,1.785,231.6,1,1,0,115.28560187638317,1,6.833333333333333,5.666666666666667,116.52941176470588,0,0,0.5602240896358543,20,-4,2162,5.0,-1.3333333333333333,7.206666666666667
player_72671,7,silver,17,12,4,1109,0.5,285.7,3.089,380.3,2,1,0,287.85732577094507,0,1.75,1.4166666666666667,65.23529411764706,0,0,0.16186468112657817,5,0,-291,1.25,0.0,-0.97
player_48061,19,ascendant,17,5,4,3059,0.6,314.4,0.4,590.2,10,6,0,987.760669393148,0,4.2,3.4,179.94117647058823,0,0,1.4999999999999998,-3,-2,259,-0.75,-0.6666666666666666,0.6475
player_71049,18,diamond,44,3,8,4888,1.0,15.6,1.321,251.2,1,1,0,224.13944320444833,1,17.333333333333332,14.666666666666666,111.0909090909091,0,0,0.757002271006813,26,-5,2388,6.5,-1.6666666666666667,6.822857142857143
player_87019,5,bronze,3,12,1,1091,0.16666666666666666,370.7,1.48,593.8,6,1,0,293.3204561567434,0,0.3333333333333333,0.25,363.6666666666667,0,0,0.11261261261261261,-7,-1,-9,-1.75,-0.3333333333333333,-0.036
player_36003,24,immortal,30,9,9,3127,1.0,291.4,2.358,464.5,5,5,0,239.48452977175774,0,4.333333333333333,3.3333333333333335,104.23333333333333,0,0,0.4240882103477523,8,3,-73,2.0,1.0,-0.1825
player_76071,5,bronze,15,3,7,2667,1.0,65.0,1.973,243.5,1,1,0,510.76423132400333,1,7.333333333333333,5.0,177.8,0,0,0.5068423720223011,5,-10,1567,1.25,-3.3333333333333335,6.268
player_45824,1,iron,4,16,7,424,0.1111111111111111,318.2,1.343,484.1,9,1,0,837.3451498635434,0,0.6875,0.25,106.0,0,0,0.08273351534706709,-4,1,-476,-1.0,0.3333333333333333,-2.38
player_47962,26,radiant,34,2,21,9129,1.0,24.6,2.515,161.5,1,1,0,373.02499916225463,1,27.5,17.0,268.5,0,0,0.3976143141153081,9,-2,5529,2.25,-1.0,12.286666666666667
player_94723,25,radiant,22,3,13,3235,1.0,366.9,1.46,452.6,1,1,0,216.05786262017867,0,11.666666666666666,7.333333333333333,147.04545454545453,0,0,0.684931506849315,-3,-1,-365,-0.75,-0.5,-0.8111111111111111
player_98818,5,bronze,13,6,9,933,1.0,77.2,1.508,234.5,3,3,0,288.60888759703863,1,3.6666666666666665,2.1666666666666665,71.76923076923077,0,0,0.6631299734748011,3,-7,-167,0.75,-2.3333333333333335,-0.668
player_85063,2,iron,6,15,6,827,1.0,259.8,0.4,377.0,1,1,0,164.70595010502853,0,0.8,0.4,137.83333333333334,0,0,2.5,-2,0,-73,-0.5,0.0,-0.365
player_62648,9,silver,22,10,7,1246,1.0,324.7,2.206,454.4,3,3,0,998.8622527656153,0,2.9,2.2,56.63636363636363,0,0,0.45330915684496825,10,-2,-154,2.5,-0.6666666666666666,-0.5133333333333333
player_48818,15,platinum,13,4,10,1528,0.14285714285714285,209.1,0.897,301.6,7,1,0,903.4511220868565,0,5.75,3.25,117.53846153846153,0,0,0.1592610288262462,-3,-5,-572,-0.75,-1.6666666666666667,-1.6342857142857143
player_97723,15,platinum,11,6,9,1779,0.2857142857142857,236.6,0.933,534.6,7,2,0,424.5849856035895,0,3.3333333333333335,1.8333333333333333,161.72727272727272,0,0,0.3062318174858367,-5,-3,-321,-1.25,-1.0,-0.9171428571428571
player_85892,8,silver,8,16,4,1270,0.5,213.0,1.127,293.2,6,3,0,367.84813442506425,0,0.75,0.5,158.75,0,0,0.44365572315882873,-4,4,-130,-1.0,1.3333333333333333,-0.43333333333333335
player_81167,15,platinum,16,13,7,2090,0.6666666666666666,315.7,1.972,596.4,6,4,0,974.3962233095937,0,1.7692307692307692,1.2307692307692308,130.625,0,0,0.3380662609871535,0,4,-10,0.0,1.3333333333333333,-0.02857142857142857
player_89001,18,diamond,15,10,5,2049,1.0,269.7,2.341,473.4,2,2,0,574.0577845478623,0,2.0,1.5,136.6,0,0,0.4271678769756514,-3,2,-451,-0.75,0.6666666666666666,-1.2885714285714285
player_19149,22,immortal,22,6,11,4034,1.0,337.1,1.769,615.2,6,6,0,441.66706918220655,0,5.5,3.6666666666666665,183.36363636363637,0,0,0.5652911249293386,0,0,834,0.0,0.0,2.085
player_52000,10,gold,21,12,8,1049,1.0,172.2,1.789,260.9,4,4,0,387.72646285751506,0,2.4166666666666665,1.75,49.95238095238095,0,0,0.5589714924538849,7,2,-751,1.75,0.6666666666666666,-2.5033333333333334
player_32164,16,diamond,30,9,16,4871,1.0,13.6,2.489,307.9,1,1,0,498.99236467104373,1,5.111111111111111,3.3333333333333335,162.36666666666667,0,0,0.40176777822418647,12,1,2371,3.0,0.3333333333333333,6.774285714285714
player_32557,10,gold,9,11,6,1662,0.8,164.8,1.322,364.6,5,4,0,399.6929446462621,0,1.3636363636363635,0.8181818181818182,184.66666666666666,0,0,0.6051437216338881,-5,1,-138,-1.25,0.3333333333333333,-0.46
player_44474,10,gold,27,2,10,2874,1.0,22.7,2.532,155.4,2,2,0,217.03108072347615,1,18.5,13.5,106.44444444444444,0,0,0.3949447077409163,13,-8,1074,3.25,-2.6666666666666665,3.58
player_31996,4,bronze,3,15,6,1467,0.875,122.6,1.867,417.4,8,7,0,214.9850692490061,0,0.6,0.2,489.0,0,0,0.46866630958757366,-7,2,367,-1.75,0.6666666666666666,1.468
player_33358,1,iron,18,9,13,2543,1.0,22.0,1.632,185.1,1,1,0,240.65219716428956,1,3.4444444444444446,2.0,141.27777777777777,0,0,0.6127450980392157,10,-6,1643,2.5,-2.0,8.215
player_79004,18,diamond,19,4,10,2593,0.25,187.9,1.335,356.9,8,2,0,194.16384833433835,0,7.25,4.75,136.47368421052633,0,0,0.18726591760299627,1,-4,93,0.25,-1.3333333333333333,0.26571428571428574
player_99991,9,silver,16,14,4,1624,0.4444444444444444,316.2,1.794,533.9,9,4,0,86.69971164888597,0,1.4285714285714286,1.1428571428571428,101.5,0,0,0.24773937817416075,4,2,224,1.0,0.6666666666666666,0.7466666666666667
player_28617,1,iron,12,6,7,1145,1.0,55.6,2.01,129.4,1,1,0,549.32103546105,1,3.1666666666666665,2.0,95.41666666666667,0,0,0.49751243781094534,4,-9,245,1.0,-3.0,1.225
player_63422,26,radiant,24,3,6,3348,0.1111111111111111,347.5,1.368,595.4,9,1,0,894.1248458688528,0,10.0,8.0,139.5,0,0,0.08122157244964262,-1,-1,-252,-0.25,-0.5,-0.56
player_46933,14,platinum,12,12,6,1990,0.16666666666666666,147.0,1.906,367.7,6,1,0,715.5912240937557,0,1.5,1.0,165.83333333333334,0,0,0.08744316194473592,-4,3,-110,-1.0,1.0,-0.3142857142857143
player_79539,1,iron,11,5,0,1683,0.6666666666666666,35.1,1.836,286.4,3,2,0,223.22119075034084,1,2.2,2.2,153.0,0,0,0.3631082062454611,3,-10,783,0.75,-3.3333333333333335,3.915
player_80475,6,bronze,12,12,1,1054,0.7142857142857143,290.6,1.902,577.1,7,5,0,626.8195354326475,0,1.0833333333333333,1.0,87.83333333333333,0,0,0.3755445395823945,2,-1,-46,0.5,-0.3333333333333333,-0.184
player_94545,6,bronze,10,17,5,942,0.375,336.5,2.033,447.2,8,3,0,578.0719851367992,0,0.8823529411764706,0.5882352941176471,94.2,0,0,0.18445646827348747,0,4,-158,0.0,1.3333333333333333,-0.632
player_56944,21,ascendant,17,8,7,2571,0.14285714285714285,214.6,2.595,326.2,7,1,0,501.1561533095249,0,3.0,2.125,151.23529411764707,0,0,0.05505092210294522,-3,1,-229,-0.75,0.3333333333333333,-0.5725
player_32705,27,radiant,44,0,24,7692,1.0,30.9,1.368,98.2,1,1,0,117.70955781074029,1,68.0,44.0,174.8181818181818,1,0,0.7309941520467835,19,-4,4092,4.75,-2.0,9.093333333333334
player_80100,21,ascendant,24,7,5,2296,0.5,276.3,2.098,421.8,6,3,0,450.5096225387426,0,4.142857142857143,3.4285714285714284,95.66666666666667,0,0,0.23832221163012393,4,0,-504,1.0,0.0,-1.26
player_25532,27,radiant,29,3,9,4212,1.0,279.1,1.458,398.2,4,4,0,83.42691412248213,0,12.666666666666666,9.666666666666666,145.24137931034483,0,0,0.6858710562414266,4,-1,612,1.0,-0.5,1.36
player_24121,17,diamond,27,0,17,4918,1.0,39.4,2.064,132.4,1,1,0,411.22515730436515,1,44.0,27.0,182.14814814814815,0,0,0.4844961240310077,9,-8,2418,2.25,-2.6666666666666665,6.908571428571428
player_91856,5,bronze,18,6,22,2473,1.0,42.6,1.737,228.3,1,1,0,40.848622987806976,1,6.666666666666667,3.0,137.38888888888889,0,0,0.5757052389176741,8,-7,1373,2.0,-2.3333333333333335,5.492
player_62559,4,bronze,7,13,4,1087,0.6666666666666666,146.0,1.036,296.3,3,2,0,820.758381011123,0,0.8461538461538461,0.5384615384615384,155.28571428571428,0,0,0.6435006435006434,-3,0,-13,-0.75,0.0,-0.052
player_27356,1,iron,20,4,6,508,1.0,28.5,1.59,157.6,2,2,0,384.5712027700462,1,6.5,5.0,25.4,0,0,0.6289308176100629,12,-11,-392,3.0,-3.6666666666666665,-1.96
player_91623,18,diamond,33,3,15,3898,1.0,24.6,1.36,158.8,2,2,0,272.43966304486565,1,16.0,11.0,118.12121212121212,0,0,0.7352941176470588,15,-5,1398,3.75,-1.6666666666666667,3.994285714285714
player_96686,14,platinum,17,8,13,3937,1.0,26.5,1.383,165.4,1,1,0,354.16794038986626,1,3.75,2.125,231.58823529411765,0,0,0.7230657989877078,1,-1,1837,0.25,-0.3333333333333333,5.248571428571428
player_42590,17,diamond,47,2,17,3920,1.0,38.5,1.998,90.7,1,1,0,455.80550676796344,1,32.0,23.5,83.40425531914893,1,0,0.5005005005005005,29,-6,1420,7.25,-2.0,4.057142857142857
player_74099,4,bronze,14,17,8,749,0.1,302.2,1.81,562.5,10,1,0,950.2407747513257,0,1.2941176470588236,0.8235294117647058,53.5,0,0,0.05524861878453039,4,4,-351,1.0,1.3333333333333333,-1.404
player_23773,25,radiant,63,0,27,7609,1.0,38.5,2.03,132.6,1,1,0,675.9137962787859,1,90.0,63.0,120.77777777777777,0,0,0.4926108374384237,38,-4,4009,9.5,-2.0,8.908888888888889
player_30830,2,iron,0,12,6,1057,0.75,218.3,0.4,346.3,8,6,0,844.1462551003825,0,0.5,0.0,1057.0,0,0,1.875,-8,-3,157,-2.0,-1.0,0.785
player_34083,2,iron,7,17,4,1057,1.0,211.1,1.063,375.9,1,1,0,273.0548845928233,0,0.6470588235294118,0.4117647058823529,151.0,0,0,0.9407337723424272,-1,2,157,-0.25,0.6666666666666666,0.785
player_55866,12,gold,26,5,10,3033,1.0,54.0,1.596,194.6,1,1,0,567.183083316137,1,7.2,5.2,116.65384615384616,0,0,0.6265664160401002,12,-5,1233,3.0,-1.6666666666666667,4.11
player_23853,8,silver,3,13,5,1014,0.6666666666666666,166.1,2.318,244.8,3,2,0,233.91707932513174,0,0.6153846153846154,0.23076923076923078,338.0,0,0,0.2876042565429968,-9,1,-386,-2.25,0.3333333333333333,-1.2866666666666666
player_87695,15,platinum,42,9,15,5355,0.6666666666666666,40.9,2.183,201.8,3,2,0,775.7202137368862,1,6.333333333333333,4.666666666666667,127.5,0,0,0.30539013589861047,26,0,3255,6.5,0.0,9.3
player_71858,14,platinum,36,1,14,3516,1.0,35.3,1.425,320.2,2,2,0,642.6796558161772,1,50.0,36.0,97.66666666666667,0,0,0.7017543859649122,20,-8,1416,5.0,-2.6666666666666665,4.045714285714285
player_17662,27,radiant,25,3,10,3027,0.75,240.0,0.625,490.7,4,3,0,356.1161889046889,0,11.666666666666666,8.333333333333334,121.08,0,0,1.2,0,-1,-573,0.0,-0.5,-1.2733333333333334
player_18337,22,immortal,18,6,8,3290,0.5,199.3,2.02,295.9,6,3,0,3.106444913401711,0,4.333333333333333,3.0,182.77777777777777,0,0,0.24752475247524752,-4,0,90,-1.0,0.0,0.225
player_12411,13,platinum,17,8,5,2301,0.16666666666666666,375.0,2.022,448.1,6,1,0,17.802527910384097,0,2.75,2.125,135.35294117647058,0,0,0.08242664029014178,1,-1,201,0.25,-0.3333333333333333,0.5742857142857143
player_70676,22,immortal,24,8,14,3810,0.25,441.3,0.887,502.4,8,2,0,917.472533648828,0,4.75,3.0,158.75,0,0,0.2818489289740699,2,2,610,0.5,0.6666666666666666,1.525
player_97995,18,diamond,34,3,15,5619,0.6666666666666666,21.3,0.901,153.8,3,2,0,313.6575521169545,1,16.333333333333332,11.333333333333334,165.26470588235293,0,0,0.7399186089530151,16,-5,3119,4.0,-1.6666666666666667,8.911428571428571
player_46544,13,platinum,38,7,18,4001,0.6666666666666666,69.4,1.994,336.2,3,2,0,3.3526109228480854,1,8.0,5.428571428571429,105.28947368421052,0,0,0.33433634236041454,22,-2,1901,5.5,-0.6666666666666666,5.4314285714285715
player_44775,3,iron,15,11,2,1424,1.0,41.8,1.116,216.7,1,1,0,310.2168596320967,1,1.5454545454545454,1.3636363636363635,94.93333333333334,0,0,0.8960573476702508,7,-4,524,1.75,-1.3333333333333333,2.62
player_50564,1,iron,16,8,7,1748,1.0,47.6,2.021,316.1,2,2,0,674.7157994296563,1,2.875,2.0,109.25,0,0,0.4948045522018803,8,-7,848,2.0,-2.3333333333333335,4.24
player_88203,13,platinum,20,4,14,2667,1.0,59.4,0.515,179.4,1,1,0,540.2378180024052,1,8.5,5.0,133.35,0,0,1.941747572815534,4,-5,567,1.0,-1.6666666666666667,1.62
player_61972,18,diamond,19,8,9,2175,0.14285714285714285,373.4,0.4,481.9,7,1,0,273.5603224153677,0,3.5,2.375,114.47368421052632,0,0,0.3571428571428571,1,0,-325,0.25,0.0,-0.9285714285714286
player_35310,23,immortal,39,3,16,4852,1.0,61.5,2.209,341.5,1,1,0,394.7790521291625,1,18.333333333333332,13.0,124.41025641025641,0,0,0.4526935264825713,17,-3,1652,4.25,-1.0,4.13
player_72122,21,ascendant,38,4,16,5879,1.0,32.7,1.398,296.8,1,1,0,915.0130326940704,1,13.5,9.5,154.71052631578948,0,0,0.715307582260372,18,-3,3079,4.5,-1.0,7.6975
player_71429,2,iron,18,5,0,1767,0.5,65.7,1.473,267.3,2,1,0,896.9369264335148,1,3.6,3.6,98.16666666666667,0,0,0.3394433129667345,10,-10,867,2.5,-3.3333333333333335,4.335
player_83378,24,immortal,20,9,11,2625,1.0,500.0,2.772,754.5,1,1,0,809.0327620065826,0,3.4444444444444446,2.2222222222222223,131.25,0,0,0.36075036075036077,-2,3,-575,-0.5,1.0,-1.4375
player_82953,11,gold,24,3,15,3600,1.0,24.1,2.506,307.9,2,2,0,426.66129423700954,1,13.0,8.0,150.0,0,0,0.3990422984836393,10,-7,1800,2.5,-2.3333333333333335,6.0
player_21336,20,ascendant,23,8,8,3511,0.8,444.1,1.8,727.2,10,8,0,947.9494184818087,0,3.875,2.875,152.65217391304347,0,0,0.4444444444444445,3,1,711,0.75,0.3333333333333333,1.7775
player_77310,25,radiant,39,1,24,6992,1.0,52.9,1.29,160.7,3,3,0,582.5417152444963,1,63.0,39.0,179.28205128205127,0,0,0.7751937984496123,14,-3,3392,3.5,-1.5,7.5377777777777775
player_91966,8,silver,7,8,1,1306,1.0,122.2,2.231,250.4,8,8,0,728.8274967370538,0,1.0,0.875,186.57142857142858,0,0,0.44822949350067237,-5,-4,-94,-1.25,-1.3333333333333333,-0.31333333333333335
player_85048,17,diamond,15,5,7,2890,0.5,238.1,1.114,350.6,2,1,0,741.5707990475354,0,4.4,3.0,192.66666666666666,0,0,0.44883303411131054,-3,-3,390,-0.75,-1.0,1.1142857142857143
player_72149,13,platinum,14,8,9,1308,0.6,256.9,0.4,491.3,10,6,0,29.301877072979696,0,2.875,1.75,93.42857142857143,0,0,1.4999999999999998,-2,-1,-792,-0.5,-0.3333333333333333,-2.262857142857143
player_64853,1,iron,11,15,7,1720,1.0,59.9,1.908,121.2,3,3,0,487.3971378660322,1,1.2,0.7333333333333333,156.36363636363637,0,0,0.5241090146750524,3,0,820,0.75,0.0,4.1
player_90522,7,silver,24,4,12,1960,1.0,59.4,2.327,284.1,1,1,0,766.9601880149971,1,9.0,6.0,81.66666666666667,0,0,0.42973785990545765,12,-8,560,3.0,-2.6666666666666665,1.8666666666666667
player_16585,1,iron,12,14,5,985,1.0,114.0,1.947,322.8,10,10,0,793.3607313196186,0,1.2142857142857142,0.8571428571428571,82.08333333333333,0,0,0.5136106831022085,4,-1,85,1.0,-0.3333333333333333,0.425
player_85513,23,immortal,38,2,10,6862,1.0,10.0,3.436,258.6,1,1,0,703.9789343439191,1,24.0,19.0,180.57894736842104,0,0,0.2910360884749709,16,-4,3662,4.0,-1.3333333333333333,9.155
player_17757,10,gold,23,8,11,4217,1.0,35.0,0.618,131.8,1,1,0,919.8316802545996,1,4.25,2.875,183.34782608695653,0,0,1.6181229773462784,9,-2,2417,2.25,-0.6666666666666666,8.056666666666667
player_35696,15,platinum,16,12,6,2693,0.4,230.3,3.041,472.2,5,2,0,335.5929975431549,0,1.8333333333333333,1.3333333333333333,168.3125,0,0,0.1315356790529431,0,3,593,0.0,1.0,1.6942857142857144
player_81941,12,gold,22,4,13,3686,0.6666666666666666,10.0,1.68,167.2,3,2,0,198.24472250226498,1,8.75,5.5,167.54545454545453,0,0,0.3968253968253968,8,-6,1886,2.0,-2.0,6.286666666666667
player_67976,17,diamond,16,4,7,2402,1.0,153.8,2.295,328.5,3,3,0,789.2754145417177,0,5.75,4.0,150.125,0,0,0.4357298474945534,-2,-4,-98,-0.5,-1.3333333333333333,-0.28
player_58625,27,radiant,28,4,10,4007,1.0,224.6,0.789,390.5,1,1,0,115.70691422728373,0,9.5,7.0,143.10714285714286,0,0,1.2674271229404308,3,0,407,0.75,0.0,0.9044444444444445
player_95819,14,platinum,42,5,4,3143,1.0,24.1,1.612,270.1,1,1,0,907.70123939543,1,9.2,8.4,74.83333333333333,0,0,0.6203473945409429,26,-4,1043,6.5,-1.3333333333333333,2.98
player_51144,11,gold,25,4,13,3462,1.0,22.3,1.434,100.1,1,1,0,673.0238108715026,1,9.5,6.25,138.48,0,0,0.697350069735007,11,-6,1662,2.75,-2.0,5.54
player_62616,22,immortal,21,8,6,2807,0.8333333333333334,361.5,2.458,545.6,6,5,0,341.50901891458136,0,3.375,2.625,133.66666666666666,0,0,0.3390290208841877,-1,2,-393,-0.25,0.6666666666666666,-0.9825
player_52950,13,platinum,15,9,9,1476,0.5,290.9,2.058,448.8,8,4,0,695.7887035587745,0,2.6666666666666665,1.6666666666666667,98.4,0,0,0.24295432458697766,-1,0,-624,-0.25,0.0,-1.782857142857143
player_42693,23,immortal,25,8,9,5075,1.0,45.1,2.35,100.3,1,1,0,167.2117220771318,1,4.25,3.125,203.0,0,0,0.425531914893617,3,2,1875,0.75,0.6666666666666666,4.6875
player_89239,26,radiant,33,1,10,3766,0.4,315.6,0.824,440.1,5,2,0,7.206941098691059,0,43.0,33.0,114.12121212121212,0,0,0.48543689320388356,8,-3,166,2.0,-1.5,0.3688888888888889
player_41077,13,platinum,18,8,8,1847,0.6666666666666666,437.3,1.282,734.1,3,2,0,627.4596481049598,0,3.25,2.25,102.61111111111111,0,0,0.5200208008320333,2,-1,-253,0.5,-0.3333333333333333,-0.7228571428571429
player_28634,23,immortal,24,4,10,2812,1.0,242.6,1.511,524.5,2,2,0,925.5404151089243,0,8.5,6.0,117.16666666666667,0,0,0.6618133686300464,2,-2,-388,0.5,-0.6666666666666666,-0.97
player_31573,26,radiant,46,1,19,6422,1.0,45.2,1.007,226.1,1,1,0,506.3201062569016,1,65.0,46.0,139.6086956521739,0,0,0.99304865938431,21,-3,2822,5.25,-1.5,6.271111111111111
player_16053,19,ascendant,21,7,9,3061,1.0,293.3,1.49,530.9,2,2,0,122.46019761538848,0,4.285714285714286,3.0,145.76190476190476,0,0,0.6711409395973155,1,0,261,0.25,0.0,0.6525
player_48076,11,gold,30,6,15,3671,1.0,41.0,1.908,148.8,1,1,0,100.91010851247778,1,7.5,5.0,122.36666666666666,0,0,0.5241090146750524,16,-4,1871,4.0,-1.3333333333333333,6.236666666666666
player_38843,15,platinum,18,4,6,1782,0.8888888888888888,273.1,2.114,483.7,9,8,0,611.7988640067908,0,6.0,4.5,99.0,0,0,0.4204772416692947,2,-5,-318,0.5,-1.6666666666666667,-0.9085714285714286
player_56262,10,gold,19,4,15,3067,0.5,20.8,1.718,82.8,2,1,0,651.9554586012758,1,8.5,4.75,161.42105263157896,1,0,0.2910360884749709,5,-6,1267,1.25,-2.0,4.223333333333334
